10	0	40	22	0	1	123	31
10	0	40	22	0	1	123	32
10	0	40	22	0	1	123	36
10	0	40	22	0	1	123	32
10	0	40	22	0	1	123	33
10	0	40	22	0	1	123	31
10	0	250	22	0	1	123	28
10	0	40	22	0	1	123	28
10	0	40	22	0	1	123	26
10	0	40	22	0	1	123	28
10	0	40	22	0	1	123	28
10	0	40	22	0	1	123	25
10	0	40	22	0	1	123	29
10	0	40	22	0	1	123	29
10	0	40	22	0	1	123	28
10	0	40	22	0	1	123	54
10	0	40	22	0	1	123	28
10	0	40	22	0	1	123	28
10	0	40	22	0	1	123	28
10	0	40	22	0	1	123	29
10	0	40	22	0	1	123	28
10	0	40	22	0	1	123	34
10	0	40	22	0	1	123	27
10	0	40	22	0	1	123	30
10	0	40	22	0	1	123	29
10	0	40	22	0	1	123	29
10	0	40	22	0	1	123	30
10	0	40	22	0	1	123	20
10	0	40	22	0	1	123	31
10	0	40	22	0	1	123	30
10	0	40	22	0	1	123	31
10	0	40	22	0	1	123	31
10	0	40	22	0	1	123	30
10	0	40	22	0	1	123	32
10	0	40	22	0	1	123	33
10	0	40	22	0	1	123	33
10	0	40	22	0	1	123	40
10	0	40	22	0	1	123	33
10	0	40	22	0	1	123	33
10	0	40	22	0	1	123	34
10	0	40	22	0	1	123	33
10	0	40	22	0	1	123	33
10	0	40	22	0	1	123	32
10	0	40	22	0	1	123	33
10	0	40	22	0	1	123	32
10	0	40	22	0	1	123	32
10	0	40	22	1	1	123	8
10	0	40	22	1	1	123	31
10	1	40	22	4	1	123	31
10	1	40	22	4	1	123	33
10	1	40	22	4	1	123	31
10	2	40	22	15	1	123	31
10	2	40	22	15	1	123	31
10	1	40	22	6	1	123	31
10	1	40	22	6	1	123	27
10	1	40	22	8	1	123	31
10	1	40	22	8	1	123	30
10	0	40	22	9	1	123	31
10	0	40	22	9	1	123	32
10	1	40	22	10	1	123	32
10	1	255	22	10	1	123	35
10	1	255	22	10	1	123	32
10	1	255	22	10	1	123	30
10	1	255	22	11	1	123	32
10	1	255	22	11	1	123	33
10	1	255	22	12	1	123	34
10	1	255	22	12	1	123	36
10	0	255	22	13	1	123	33
10	0	255	22	13	1	123	34
10	0	255	22	13	1	123	33
10	0	255	22	13	1	123	33
10	0	255	22	13	1	123	32
10	0	255	22	13	1	123	34
10	0	255	22	14	1	123	31
10	0	255	22	14	1	123	32
10	0	255	22	14	1	123	36
10	0	255	22	14	1	123	32
10	0	255	22	14	1	123	31
10	0	255	22	14	1	123	31
10	0	255	22	14	1	123	30
10	0	255	22	14	1	123	31
10	0	255	22	15	1	123	34
10	0	255	22	15	1	123	30
10	0	255	22	15	1	123	31
10	0	255	22	15	1	123	31
10	0	255	22	15	1	123	30
10	0	255	22	15	1	123	34
10	0	255	22	15	1	123	31
10	0	255	22	15	1	123	21
10	1	255	22	16	1	123	30
10	1	255	22	16	1	123	22
10	1	255	22	16	1	123	33
10	1	255	22	16	1	123	35
10	1	255	22	16	1	123	32
10	1	255	22	16	1	123	33
10	1	255	22	16	1	123	28
10	1	255	22	16	1	123	33
10	1	255	22	16	1	123	32
10	1	255	22	16	1	123	33
10	0	255	22	16	1	123	37
10	0	255	22	16	1	123	32
10	0	255	22	16	1	123	30
10	0	255	22	16	1	123	29
10	0	255	22	16	1	123	35
10	0	255	22	16	1	123	31
10	0	255	22	16	1	123	29
10	0	255	22	16	1	123	37
10	0	255	22	16	1	123	31
10	0	255	22	16	1	123	31
10	0	255	22	16	1	123	20
10	0	255	22	16	1	123	31
10	0	255	22	16	1	123	31
10	0	255	22	16	1	123	31
10	1	255	22	17	1	123	31
10	1	255	22	17	1	123	31
10	1	255	22	17	1	123	38
10	1	255	22	17	1	123	32
10	1	255	22	16	1	123	33
10	1	255	22	16	1	123	33
10	1	255	22	17	1	123	36
10	1	255	22	17	1	123	30
10	1	255	22	16	1	123	33
10	1	255	22	16	1	123	33
10	1	255	22	17	1	123	34
10	1	255	22	17	1	123	32
10	1	255	22	17	1	123	34
10	1	255	22	17	1	123	34
10	1	255	22	17	1	123	33
10	1	255	22	17	1	123	33
10	1	255	22	17	1	123	33
10	1	255	22	17	1	123	32
10	1	255	22	17	1	123	32
10	1	255	22	17	1	123	30
10	1	255	22	17	1	123	32
10	1	255	22	17	1	123	37
10	1	255	22	17	1	123	31
10	1	255	22	17	1	123	31
10	1	255	22	17	1	123	31
10	1	255	22	17	1	123	30
10	1	255	22	17	1	123	31
10	1	255	22	17	1	123	32
10	1	255	22	17	1	123	32
10	1	255	22	17	1	123	31
10	1	255	22	17	1	123	32
10	1	255	22	17	1	123	32
10	1	255	22	17	1	123	32
10	1	255	22	17	1	123	30
10	1	255	22	17	1	123	32
10	1	255	22	17	1	123	34
10	1	255	22	17	1	123	33
10	1	255	22	17	1	123	34
10	1	255	22	17	1	123	34
10	1	255	22	17	1	123	33
10	1	255	22	17	1	123	34
10	1	255	22	17	1	123	34
10	1	255	22	17	1	123	35
10	1	255	22	17	1	123	34
10	1	255	22	17	1	123	34
10	1	255	22	17	1	123	35
10	1	255	22	17	1	123	33
10	1	255	22	17	1	123	34
10	1	255	22	17	1	123	34
10	1	255	22	17	1	123	35
10	1	255	22	17	1	123	37
10	1	255	22	17	1	123	35
10	1	255	22	17	1	123	35
10	1	255	22	17	1	123	36
10	1	255	22	17	1	123	36
10	1	255	22	17	1	123	36
10	1	255	22	17	1	123	36
10	1	255	22	17	1	123	37
10	1	255	22	17	1	123	37
10	1	255	22	17	1	123	39
10	1	255	22	17	1	123	40
10	1	255	22	17	1	123	39
10	1	255	22	17	1	123	40
10	1	255	22	17	1	123	42
10	1	255	22	17	1	123	39
10	1	255	22	17	1	123	40
10	1	255	22	17	1	123	41
10	1	255	22	17	1	123	41
10	2	255	22	17	1	123	37
10	2	255	22	17	1	123	40
10	1	255	22	17	1	123	41
10	1	255	22	17	1	123	41
10	1	255	22	17	1	123	40
10	1	255	22	17	1	123	39
10	1	255	22	17	1	123	40
10	1	255	22	17	1	123	40
10	1	255	22	17	1	123	40
10	1	255	22	17	1	123	33
