1.419999999999999929e+01	2.200000000000000000e+02	8.840115020330681972e+00
1.419999999999999929e+01	2.300000000000000000e+02	9.455012722891030563e+00
1.419999999999999929e+01	2.400000000000000000e+02	1.002020692238963484e+01
1.419999999999999929e+01	2.500000000000000000e+02	1.000476615159721128e+01
1.429999999999999893e+01	2.000000000000000000e+02	7.561743175709729314e+00
1.429999999999999893e+01	2.100000000000000000e+02	8.205071056608684188e+00
1.439999999999999858e+01	1.500000000000000000e+02	4.423650709254521196e+00
1.439999999999999858e+01	1.600000000000000000e+02	5.129044658620104613e+00
1.439999999999999858e+01	1.700000000000000000e+02	5.696875630277998148e+00
1.439999999999999858e+01	1.800000000000000000e+02	6.247756122545668589e+00
1.439999999999999858e+01	1.900000000000000000e+02	6.847861115861451076e+00
1.439999999999999858e+01	2.200000000000000000e+02	8.912619953256900374e+00
1.439999999999999858e+01	2.300000000000000000e+02	9.565734665251548918e+00
1.439999999999999858e+01	2.400000000000000000e+02	1.016032958323913604e+01
1.439999999999999858e+01	2.500000000000000000e+02	1.019747447926934036e+01
1.449999999999999822e+01	1.400000000000000000e+02	4.020847584574052114e+00
1.449999999999999822e+01	1.500000000000000000e+02	4.506241131369785435e+00
1.449999999999999822e+01	1.600000000000000000e+02	5.090854746409853249e+00
1.449999999999999822e+01	2.200000000000000000e+02	8.872105621055546010e+00
1.459999999999999787e+01	1.000000000000000000e+01	1.812164400158788047e-01
1.459999999999999787e+01	2.000000000000000000e+01	4.568077709633451278e-01
1.459999999999999787e+01	3.000000000000000000e+01	5.775930353139744344e-01
1.459999999999999787e+01	4.000000000000000000e+01	8.779772730518434765e-01
1.459999999999999787e+01	5.000000000000000000e+01	1.007925196420605074e+00
1.459999999999999787e+01	6.000000000000000000e+01	1.202230676819758814e+00
1.459999999999999787e+01	7.000000000000000000e+01	1.452100668402270811e+00
1.459999999999999787e+01	8.000000000000000000e+01	1.668468695619469422e+00
1.459999999999999787e+01	9.000000000000000000e+01	1.973902920783478843e+00
1.459999999999999787e+01	1.000000000000000000e+02	2.331745601556811209e+00
1.459999999999999787e+01	1.100000000000000000e+02	2.649943821554704204e+00
1.459999999999999787e+01	1.200000000000000000e+02	3.101107365219475387e+00
1.459999999999999787e+01	1.300000000000000000e+02	3.524855087750983440e+00
1.459999999999999787e+01	1.600000000000000000e+02	5.234800205402245332e+00
1.459999999999999787e+01	1.900000000000000000e+02	6.917107205429923411e+00
1.459999999999999787e+01	2.000000000000000000e+02	7.652786348771249969e+00
1.459999999999999787e+01	2.100000000000000000e+02	8.245057982122547813e+00
1.459999999999999787e+01	2.300000000000000000e+02	9.752095179195984898e+00
1.469999999999999751e+01	1.200000000000000000e+02	3.203090781037164270e+00
1.469999999999999751e+01	1.300000000000000000e+02	3.550252895189574431e+00
1.469999999999999751e+01	1.400000000000000000e+02	4.095782254310757153e+00
1.469999999999999751e+01	1.500000000000000000e+02	4.594292757697502338e+00
1.469999999999999751e+01	1.700000000000000000e+02	5.740114613795269882e+00
1.469999999999999751e+01	1.800000000000000000e+02	6.413120388257635973e+00
1.469999999999999751e+01	2.100000000000000000e+02	8.457966317406715007e+00
1.469999999999999751e+01	2.200000000000000000e+02	9.060451319930411529e+00
1.469999999999999751e+01	2.400000000000000000e+02	1.039343513050448742e+01
1.469999999999999751e+01	2.500000000000000000e+02	1.031269219671204596e+01
1.479999999999999716e+01	1.000000000000000000e+01	1.853513054108235081e-01
1.479999999999999716e+01	2.000000000000000000e+01	3.856011459995719592e-01
1.479999999999999716e+01	3.000000000000000000e+01	6.687761222130147454e-01
1.479999999999999716e+01	4.000000000000000000e+01	7.685750082969116104e-01
1.479999999999999716e+01	5.000000000000000000e+01	9.906345107566597585e-01
1.479999999999999716e+01	6.000000000000000000e+01	1.259272978604412119e+00
1.479999999999999716e+01	7.000000000000000000e+01	1.508998418855129531e+00
1.479999999999999716e+01	8.000000000000000000e+01	1.683161792125565936e+00
1.479999999999999716e+01	9.000000000000000000e+01	2.038181811070987060e+00
1.479999999999999716e+01	1.000000000000000000e+02	2.295098370434030421e+00
1.479999999999999716e+01	1.100000000000000000e+02	2.703526277863684157e+00
1.479999999999999716e+01	1.200000000000000000e+02	3.136219462918069745e+00
1.479999999999999716e+01	1.900000000000000000e+02	7.228968025767550820e+00
1.479999999999999716e+01	2.000000000000000000e+02	7.664496949035140005e+00
1.479999999999999716e+01	2.100000000000000000e+02	8.461774680841704921e+00
1.479999999999999716e+01	2.200000000000000000e+02	9.805272056387780211e+00
1.479999999999999716e+01	2.400000000000000000e+02	1.073631235619079227e+01
1.479999999999999716e+01	2.500000000000000000e+02	1.120324770590267072e+01
1.489999999999999680e+01	1.200000000000000000e+02	3.146738366966693956e+00
1.489999999999999680e+01	1.300000000000000000e+02	3.602917803194324087e+00
1.489999999999999680e+01	1.400000000000000000e+02	4.166268887310461189e+00
1.489999999999999680e+01	1.500000000000000000e+02	4.648717681760655474e+00
1.489999999999999680e+01	1.600000000000000000e+02	5.138448406314452654e+00
1.489999999999999680e+01	1.700000000000000000e+02	5.866501916098041391e+00
1.489999999999999680e+01	1.800000000000000000e+02	6.420765607432042721e+00
1.489999999999999680e+01	1.900000000000000000e+02	7.301827528419721602e+00
1.489999999999999680e+01	2.000000000000000000e+02	8.384152787045620059e+00
