1.440000000000000036e+01	1.000000000000000000e+01	1.459999999999999432e+01
1.440000000000000036e+01	2.000000000000000000e+01	1.459999999999999432e+01
1.440000000000000036e+01	3.000000000000000000e+01	1.459999999999999432e+01
1.440000000000000036e+01	4.000000000000000000e+01	1.459999999999999609e+01
1.440000000000000036e+01	5.000000000000000000e+01	1.459999999999999432e+01
1.440000000000000036e+01	6.000000000000000000e+01	1.459999999999999432e+01
1.440000000000000036e+01	7.000000000000000000e+01	1.459999999999999432e+01
1.440000000000000036e+01	8.000000000000000000e+01	1.459999999999999432e+01
1.440000000000000036e+01	9.000000000000000000e+01	1.459999999999999432e+01
1.440000000000000036e+01	1.000000000000000000e+02	1.459999999999999432e+01
1.440000000000000036e+01	1.100000000000000000e+02	1.459999999999999432e+01
1.440000000000000036e+01	1.200000000000000000e+02	1.459999999999999432e+01
1.440000000000000036e+01	1.300000000000000000e+02	1.459999999999999432e+01
1.440000000000000036e+01	1.400000000000000000e+02	1.450000000000000000e+01
1.440000000000000036e+01	1.500000000000000000e+02	1.449744680851063805e+01
1.440000000000000036e+01	1.600000000000000000e+02	1.446545842217484257e+01
1.440000000000000036e+01	1.700000000000000000e+02	1.440000000000000568e+01
1.440000000000000036e+01	1.800000000000000000e+02	1.440000000000000568e+01
1.440000000000000036e+01	1.900000000000000000e+02	1.440000000000000568e+01
1.440000000000000036e+01	2.000000000000000000e+02	1.430000000000000426e+01
1.440000000000000036e+01	2.100000000000000000e+02	1.430000000000000426e+01
1.440000000000000036e+01	2.200000000000000000e+02	1.419999999999999574e+01
1.440000000000000036e+01	2.300000000000000000e+02	1.419999999999999574e+01
1.440000000000000036e+01	2.400000000000000000e+02	1.419999999999999574e+01
1.440000000000000036e+01	2.500000000000000000e+02	1.419999999999999574e+01
1.459999999999999964e+01	1.000000000000000000e+01	1.480000000000000071e+01
1.459999999999999964e+01	2.000000000000000000e+01	1.480000000000000426e+01
1.459999999999999964e+01	3.000000000000000000e+01	1.480000000000000249e+01
1.459999999999999964e+01	4.000000000000000000e+01	1.480000000000000071e+01
1.459999999999999964e+01	5.000000000000000000e+01	1.480000000000000426e+01
1.459999999999999964e+01	6.000000000000000000e+01	1.480000000000000426e+01
1.459999999999999964e+01	7.000000000000000000e+01	1.480000000000000426e+01
1.459999999999999964e+01	8.000000000000000000e+01	1.480000000000000426e+01
1.459999999999999964e+01	9.000000000000000000e+01	1.480000000000000426e+01
1.459999999999999964e+01	1.000000000000000000e+02	1.480000000000000426e+01
1.459999999999999964e+01	1.100000000000000000e+02	1.480000000000000426e+01
1.459999999999999964e+01	1.200000000000000000e+02	1.478425531914894009e+01
1.459999999999999964e+01	1.300000000000000000e+02	1.469999999999999574e+01
1.459999999999999964e+01	1.400000000000000000e+02	1.469999999999999574e+01
1.459999999999999964e+01	1.500000000000000000e+02	1.469999999999999574e+01
1.459999999999999964e+01	1.600000000000000000e+02	1.459999999999999432e+01
1.459999999999999964e+01	1.700000000000000000e+02	1.469999999999999574e+01
1.459999999999999964e+01	1.800000000000000000e+02	1.469999999999999574e+01
1.459999999999999964e+01	1.900000000000000000e+02	1.459999999999999432e+01
1.459999999999999964e+01	2.000000000000000000e+02	1.459999999999999432e+01
1.459999999999999964e+01	2.100000000000000000e+02	1.459999999999999432e+01
1.459999999999999964e+01	2.200000000000000000e+02	1.448787234042553429e+01
1.459999999999999964e+01	2.300000000000000000e+02	1.440000000000000568e+01
1.459999999999999964e+01	2.400000000000000000e+02	1.440000000000000568e+01
1.459999999999999964e+01	2.500000000000000000e+02	1.440000000000000568e+01
1.479999999999999893e+01	1.000000000000000000e+01	1.500000000000000000e+01
1.479999999999999893e+01	2.000000000000000000e+01	1.500000000000000000e+01
1.479999999999999893e+01	3.000000000000000000e+01	1.500000000000000000e+01
1.479999999999999893e+01	4.000000000000000000e+01	1.500000000000000000e+01
1.479999999999999893e+01	5.000000000000000000e+01	1.500000000000000000e+01
1.479999999999999893e+01	6.000000000000000000e+01	1.500000000000000000e+01
1.479999999999999893e+01	7.000000000000000000e+01	1.500000000000000000e+01
1.479999999999999893e+01	8.000000000000000000e+01	1.500000000000000000e+01
1.479999999999999893e+01	9.000000000000000000e+01	1.500000000000000000e+01
1.479999999999999893e+01	1.000000000000000000e+02	1.500000000000000000e+01
1.479999999999999893e+01	1.100000000000000000e+02	1.500000000000000000e+01
1.479999999999999893e+01	1.200000000000000000e+02	1.493148936170213048e+01
1.479999999999999893e+01	1.300000000000000000e+02	1.496531914893617099e+01
1.479999999999999893e+01	1.400000000000000000e+02	1.490000000000000568e+01
1.479999999999999893e+01	1.500000000000000000e+02	1.490000000000000568e+01
1.479999999999999893e+01	1.600000000000000000e+02	1.490000000000000568e+01
1.479999999999999893e+01	1.700000000000000000e+02	1.490000000000000568e+01
1.479999999999999893e+01	1.800000000000000000e+02	1.490000000000000568e+01
1.479999999999999893e+01	1.900000000000000000e+02	1.488319148936170677e+01
1.479999999999999893e+01	2.000000000000000000e+02	1.480000000000000426e+01
1.479999999999999893e+01	2.100000000000000000e+02	1.476765957446808741e+01
1.479999999999999893e+01	2.200000000000000000e+02	1.469999999999999574e+01
1.479999999999999893e+01	2.300000000000000000e+02	1.459999999999999432e+01
1.479999999999999893e+01	2.400000000000000000e+02	1.469999999999999574e+01
1.479999999999999893e+01	2.500000000000000000e+02	1.469999999999999574e+01
1.499999999999999822e+01	1.000000000000000000e+01	1.509999999999999432e+01
1.499999999999999822e+01	2.000000000000000000e+01	1.509999999999999432e+01
1.499999999999999822e+01	3.000000000000000000e+01	1.509999999999999609e+01
1.499999999999999822e+01	4.000000000000000000e+01	1.509999999999999609e+01
1.499999999999999822e+01	5.000000000000000000e+01	1.509999999999999609e+01
1.499999999999999822e+01	6.000000000000000000e+01	1.509999999999999432e+01
1.499999999999999822e+01	7.000000000000000000e+01	1.509999999999999432e+01
1.499999999999999822e+01	8.000000000000000000e+01	1.509999999999999432e+01
1.499999999999999822e+01	9.000000000000000000e+01	1.509999999999999432e+01
